"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"663",1140,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.52,11.9,15.24,0.61,2.68,0.5,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"664",1141,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.07,11.69,14.93,0.61,2.69,0.34,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"665",1142,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.94,11.85,15.37,0.59,2.78,0.35,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"666",1143,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.97,11.92,15.43,0.6,2.81,0.45,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"667",1144,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,20.92,12.17,15.96,0.58,2.87,0.36,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"668",1145,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,25.71,14.3,19.17,0.56,3.02,0.67,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"669",1146,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,26.02,15.08,19.81,0.58,3.24,0.26,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"670",1147,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,27.45,16.25,21.12,0.59,3.3,0.48,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"671",1148,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,21.27,12.64,16.4,0.59,3.31,0.5,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"672",1149,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,25.77,15.55,20.02,0.6,3.54,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"673",1150,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,29.48,17.06,22.43,0.58,3.7,0.8,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"674",1151,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,25.75,15.22,19.8,0.59,3.91,0.38,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"675",1152,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,28.23,16.28,21.44,0.58,3.98,0.68,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"676",1153,"LACM-M","105245",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,13.34,8.56,10.69,0.64,2.18,0.2,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,4
"677",1154,"LACM-M","105245",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,18.61,11.33,14.52,0.61,2.44,0.32,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,4
"678",1155,"LACM-M","105245",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,21.25,12.26,16.14,0.58,2.67,0.39,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,4
"679",1156,"LACM-M","105245",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,23.78,14.34,18.47,0.6,3.25,0.34,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,4
"680",1157,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,10.18,5.94,7.78,0.58,1.3,0.2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"681",1158,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,11.32,6.27,8.42,0.55,1.52,0.1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"682",1159,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,10.31,6.02,7.88,0.58,1.53,0.13,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"683",1160,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,10.46,5.82,7.8,0.56,1.55,0.15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"684",1161,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,12.41,7.05,9.35,0.57,1.74,0.1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"685",1162,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,15.61,9.03,11.87,0.58,2.2,0.48,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"686",1163,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,26.14,13.66,18.9,0.52,3.27,0.57,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"687",1164,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,23.9,12.77,17.47,0.53,3.3,0.42,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"688",1165,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,25.68,14.73,19.45,0.57,3.42,0.43,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"689",1166,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,26.02,14.54,19.45,0.56,3.55,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"690",1167,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,25.15,13.32,18.3,0.53,3.56,0.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"691",1168,"LACM-M","63855","ImmaculateHeart","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Holocene",NA,1930,1934,"Summer",9,16.38385431,1.699943395,27.66,14.91,20.31,0.54,3.82,0.47,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07470036,13.07470036,"no",NA,12
"692",1169,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,9.52,5.55,7.27,0.58,1.12,0.38,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,7
"693",1170,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,9.47,5.53,7.24,0.58,1.27,0.22,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,7
"694",1171,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,8.92,5.74,7.16,0.64,1.29,0.17,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,7
"695",1172,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,9.37,5.61,7.25,0.6,1.3,0.21,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,7
"696",1173,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,9.29,5.46,7.12,0.59,1.34,0.22,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,7
"697",1174,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,9.41,5.55,7.23,0.59,1.41,0.24,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,7
"698",1175,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,13.61,7.88,10.36,0.58,2.07,0.23,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,7
"699",1212,"LACM-M","39-5.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of Emerald Bay","CAT","Large",33.48,-118.5,"Holocene",NA,1930,1939,"Winter",1,16.23073546,2.255355833,15.19,9.32,11.9,0.61,2.43,0.14,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"700",1213,"LACM-M","39-5.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of Emerald Bay","CAT","Large",33.48,-118.5,"Holocene",NA,1930,1939,"Winter",1,16.23073546,2.255355833,17.4,10.91,13.78,0.63,2.59,0.34,"sand","deep",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"701",1214,"LACM-M","39-5.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of Emerald Bay","CAT","Large",33.48,-118.5,"Holocene",NA,1930,1939,"Winter",1,16.23073546,2.255355833,18.51,11.64,14.68,0.63,2.65,0.28,"sand","deep",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"702",1215,"LACM-M","39-5.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of Emerald Bay","CAT","Large",33.48,-118.5,"Holocene",NA,1930,1939,"Winter",1,16.23073546,2.255355833,17.98,10.89,13.99,0.61,2.87,0.27,"sand","deep",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"703",1216,"LACM-M","39-5.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of Emerald Bay","CAT","Large",33.48,-118.5,"Holocene",NA,1930,1939,"Winter",1,16.23073546,2.255355833,19.97,12.02,15.49,0.6,3,0.44,"sand","deep",0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"704",1217,"LACM-M","39-2.1","Kanakoff","Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: China Point","SCI","Medium",32.8,-118.43,"Holocene",NA,1930,1939,"Fall",11,16.33119043,2.24190921,16.86,10.06,13.02,0.6,2.08,0.31,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"705",1218,"LACM-M","39-2.1","Kanakoff","Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: China Point","SCI","Medium",32.8,-118.43,"Holocene",NA,1930,1939,"Fall",11,16.33119043,2.24190921,17.34,9.72,12.98,0.56,2.18,0.27,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"706",1219,"LACM-M","39-2.1","Kanakoff","Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: China Point","SCI","Medium",32.8,-118.43,"Holocene",NA,1930,1939,"Fall",11,16.33119043,2.24190921,19.22,10.5,14.21,0.55,2.21,0.45,"sand","intertidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"707",1220,"LACM-M","39-2.1","Kanakoff","Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: China Point","SCI","Medium",32.8,-118.43,"Holocene",NA,1930,1939,"Fall",11,16.33119043,2.24190921,20.91,11.48,15.49,0.55,2.65,0.33,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"708",1221,"LACM-M","39-2.1","Kanakoff","Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: China Point","SCI","Medium",32.8,-118.43,"Holocene",NA,1930,1939,"Fall",11,16.33119043,2.24190921,21.38,12.22,16.16,0.57,2.69,0.22,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,5
"709",1277,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,14.73,8.54,11.22,0.58,2.22,0.26,"algae forest","subtidal",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"710",1278,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,18.36,11.75,14.69,0.64,2.45,0.58,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"711",1279,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,16.66,10.47,13.21,0.63,2.54,0.66,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"712",1280,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,20.47,11.54,15.37,0.56,2.77,0.45,"algae forest","subtidal",1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"713",1281,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,22.46,12.86,17,0.57,2.85,0.4,"algae forest","subtidal",1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"714",1282,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,23.17,13.49,17.68,0.58,3.11,1.43,"algae forest","subtidal",1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"715",1283,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,23.61,13.16,17.63,0.56,3.52,1.04,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"716",1284,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,29.4,17.33,22.57,0.59,4.03,0.87,"algae forest","subtidal",0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"717",1285,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,17.22,10.07,13.17,0.59,2.21,0.36,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"718",1286,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,17.04,9.56,12.76,0.56,2.23,0.33,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"719",1287,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,17.53,10.4,13.5,0.59,2.25,0.3,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"720",1288,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,16.62,10.01,12.9,0.6,2.34,0.31,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"721",1289,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,16.27,10.01,12.76,0.62,2.36,0.24,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"722",1290,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,20.91,12.54,16.19,0.6,2.5,0.41,"rocky reef or intertidal","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"723",1291,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,15.63,9.78,12.36,0.63,2.51,0.4,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"724",1292,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,18.02,10.79,13.94,0.6,2.56,0.33,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"725",1293,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,20.8,12.27,15.98,0.59,2.61,0.38,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
