"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"357",492,"LACM-M","50-20.2","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34,-119.45,"Anthropocene",NA,1950,1950,"Spring",4,14.92917085,1.917972625,13.77,8.21,10.63,0.6,1.77,0.26,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"358",493,"LACM-M","50-20.2","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34,-119.45,"Anthropocene",NA,1950,1950,"Spring",4,14.92917085,1.917972625,12.77,7.79,9.97,0.61,1.92,0.25,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"359",494,"LACM-M","50-20.2","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34,-119.45,"Anthropocene",NA,1950,1950,"Spring",4,14.92917085,1.917972625,12.46,7.94,9.95,0.64,1.94,0.23,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"360",495,"LACM-M","50-20.2","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34,-119.45,"Anthropocene",NA,1950,1950,"Spring",4,14.92917085,1.917972625,17.04,10.62,13.45,0.62,2.68,0.33,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"361",496,"LACM-M","50-20.2","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34,-119.45,"Anthropocene",NA,1950,1950,"Spring",4,14.92917085,1.917972625,21.58,13.07,16.79,0.61,3.22,0.34,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"362",497,"LACM-M","52-18.3","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,15.74,9.88,12.47,0.63,2.41,0.26,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"363",498,"LACM-M","52-18.3","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,19.55,12.23,15.46,0.63,3.03,0.3,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"364",499,"LACM-M","52-18.3","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,21.68,12.7,16.59,0.59,3.28,0.4,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"365",500,"LACM-M","52-18.3","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,24.87,14.49,18.98,0.58,3.44,0.54,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"366",501,"LACM-M","52-19.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,18.7,11.25,14.5,0.6,2.88,0.19,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"367",502,"LACM-M","52-19.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,12.48,7.52,9.69,0.6,1.9,0.23,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"368",503,"LACM-M","52-19.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,10.97,7.04,8.79,0.64,1.95,0.24,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"369",504,"LACM-M","52-13.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.46,-118.49,"Anthropocene",NA,1950,1952,"Spring",6,15.7592895,1.243829511,26.72,15.3,20.22,0.57,3.3,0.4,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,167.0388769,380.2068567,463,3.696198421,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"370",505,"LACM-M","52-13.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.46,-118.49,"Anthropocene",NA,1950,1952,"Spring",6,15.7592895,1.243829511,21.74,13.04,16.84,0.6,3.44,0.38,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,167.0388769,380.2068567,463,3.696198421,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"371",506,"LACM-M","52-13.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.46,-118.49,"Anthropocene",NA,1950,1952,"Spring",6,15.7592895,1.243829511,26.62,15.56,20.35,0.59,3.94,0.34,"rocky reef or intertidal","subtidal",0,0,0,1,0,0,0,0,0,0,167.0388769,380.2068567,463,3.696198421,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"372",507,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,11.51,7.12,9.05,0.62,1.82,0.21,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"373",508,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,12.28,7.41,9.54,0.6,1.93,0.17,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"374",509,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,12.38,7.87,9.87,0.64,2.01,0.26,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"375",510,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,13.39,8.04,10.38,0.6,2.08,0.32,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"376",511,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,16.49,9.44,12.48,0.57,2.28,0.34,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"377",512,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,16.26,10.4,13,0.64,2.44,0.36,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"378",513,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,19.66,11.02,14.72,0.56,2.66,0.28,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"379",514,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,20.47,11.76,15.52,0.57,2.74,0.36,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"380",515,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,18.61,10.19,13.77,0.55,2.77,0.32,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"381",516,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,19.61,11.47,15,0.59,2.82,0.26,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"382",517,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,19.58,11.61,15.08,0.59,2.82,0.43,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA
"383",518,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,14.37,8.13,10.81,0.57,2.09,0.28,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"384",519,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,14.37,8.5,11.05,0.59,2.31,0.24,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"385",520,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,17.58,9.59,12.98,0.55,2.31,0.38,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"386",521,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,14.79,8.9,11.47,0.6,2.37,0.26,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"387",522,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,14.94,8.56,11.31,0.57,2.4,0.16,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"388",523,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,17.3,9.91,13.09,0.57,2.41,0.46,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"389",524,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,15.86,8.87,11.86,0.56,2.42,0.21,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"390",525,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,15.75,9.3,12.1,0.59,2.45,0.2,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"391",526,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,17.05,9.72,12.87,0.57,2.52,0.31,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"392",527,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,16.21,9.11,12.15,0.56,2.55,0.22,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"393",528,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,17.57,9.72,13.07,0.55,2.62,0.32,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"394",529,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,19.37,10.93,14.55,0.56,2.63,0.37,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"395",530,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,17.82,10.16,13.46,0.57,2.66,0.29,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"396",531,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,18.42,10.54,13.93,0.57,2.67,0.34,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"397",532,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,19.83,10.33,14.31,0.52,2.68,0.4,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"398",533,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,18.09,10.08,13.5,0.56,2.72,0.41,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"399",534,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,17.34,9.8,13.04,0.57,2.75,0.23,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"400",535,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,19.06,10.86,14.39,0.57,2.93,0.49,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"401",536,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,20.24,12.43,15.86,0.61,3.05,0.43,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"402",537,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,23.65,13.94,18.16,0.59,3.11,0.48,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"403",538,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,24.27,13.96,18.41,0.58,3.17,0.72,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"404",539,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,23.75,13.71,18.04,0.58,3.19,0.6,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"405",540,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,23.49,13.47,17.79,0.57,3.21,0.46,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"406",541,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,21.8,13.29,17.02,0.61,3.25,0.76,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"407",542,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,20.57,11.66,15.49,0.57,3.37,0.36,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"408",543,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,25.47,14.33,19.1,0.56,3.49,0.63,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"409",544,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,27.16,15.53,20.54,0.57,4.05,0.71,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"410",545,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,12.94,7.01,9.52,0.54,2.02,0.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA
"411",546,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,12.91,7.26,9.68,0.56,2.02,0.19,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA
"412",547,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,13.51,7.62,10.15,0.56,2.13,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA
"413",548,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,13.91,7.86,10.46,0.57,2.19,0.21,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA
"414",549,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,14.24,8.61,11.07,0.61,2.58,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA
"415",550,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,17.29,9.47,12.8,0.55,2.65,0.22,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA
"416",551,"LACM-M","57-92.4","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.35,"Anthropocene",NA,1950,1957,"Spring",4,16.84203339,1.877503874,11.83,6.83,8.99,0.58,1.73,0.28,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
"417",552,"LACM-M","57-92.4","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.35,"Anthropocene",NA,1950,1957,"Spring",4,16.84203339,1.877503874,12.14,7.31,9.42,0.6,1.95,0.22,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA
