"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"205",299,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,14.05,8.48,10.92,0.6,1.79,0.44,"sand","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"206",300,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,13.57,7.98,10.41,0.59,1.8,0.48,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"207",301,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,12.19,7.36,9.47,0.6,1.89,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"208",302,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,12.33,7.4,9.55,0.6,1.9,0.35,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"209",303,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,14.82,8.67,11.34,0.59,1.91,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"210",304,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,14.42,8.79,11.26,0.61,1.91,0.43,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"211",305,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,18.45,10.09,13.64,0.55,1.92,0.28,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"212",306,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,13.67,8.66,10.88,0.63,1.98,0.39,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"213",307,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,14.19,8.6,11.05,0.61,2,0.57,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"214",308,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,12.76,8.11,10.17,0.64,2.02,0.44,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"215",309,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,15.69,9.94,12.49,0.63,2.04,0.36,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"216",310,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,16.26,9.84,12.65,0.61,2.04,0.52,"sand","deep",0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"217",311,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,18.12,10.88,14.04,0.6,2.13,0.55,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"218",312,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,17.8,10.26,13.51,0.58,2.16,0.79,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"219",313,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,16.54,9.67,12.65,0.59,2.19,0.38,"sand","deep",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"220",314,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,16.87,10.51,13.32,0.62,2.2,0.34,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"221",315,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,15.7,9.7,12.34,0.62,2.29,0.37,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"222",316,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,18.85,10.9,14.33,0.58,2.29,0.69,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"223",317,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,14.92,9.32,11.79,0.63,2.33,0.36,"sand","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"224",318,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,15.88,9.6,12.35,0.61,2.33,0.47,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"225",320,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,17.86,10.36,13.6,0.58,2.53,0.4,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"226",321,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,17.02,10.81,13.56,0.64,2.67,0.54,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"227",322,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,19.05,11.05,14.51,0.58,2.76,0.39,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"228",323,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,22.25,13.06,17.05,0.59,3.05,0.92,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"229",324,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,25.12,15.66,19.83,0.62,3.26,0.49,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"230",325,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,37.36,19,26.64,0.51,3.43,0.85,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"231",326,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,32.83,19.01,24.98,0.58,3.55,0.77,"sand","deep",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"232",327,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,32.81,18.73,24.79,0.57,3.82,1.22,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"233",328,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,32.59,18.92,24.83,0.58,3.87,0.55,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA
"234",428,"LACM-M","46-32.7",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1946,"Fall",11,16.11941361,2.234166107,10.42,6.25,8.07,0.6,1.44,0.27,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"235",429,"LACM-M","46-32.7",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1946,"Fall",11,16.11941361,2.234166107,14.25,8.02,10.69,0.56,1.95,0.26,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"236",430,"LACM-M","46-32.7",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1946,"Fall",11,16.11941361,2.234166107,16.59,9.05,12.25,0.55,2.05,0.21,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"237",431,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,11.66,7.21,9.17,0.62,1.65,0.28,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"238",432,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,12.68,8.22,10.21,0.65,1.65,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"239",433,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,11.65,7.15,9.13,0.61,1.66,0.28,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"240",434,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,15.12,9.37,11.9,0.62,2.12,0.4,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"241",435,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,15.31,10,12.37,0.65,2.13,0.48,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"242",436,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,20.46,11,15,0.54,2.21,0.33,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"243",437,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,18.12,10.93,14.07,0.6,2.5,0.48,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"244",438,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,18.55,10.64,14.05,0.57,2.77,0.22,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"245",439,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,20.02,12.01,15.51,0.6,3.03,0.35,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"246",440,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,21.16,12.31,16.14,0.58,3.13,0.36,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"247",441,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,19.44,11.69,15.07,0.6,3.13,0.38,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"248",442,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,25.45,14.99,19.53,0.59,3.42,0.66,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"249",443,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,33.13,18.43,24.71,0.56,4.51,0.41,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"250",444,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,33.89,19.79,25.9,0.58,4.57,0.53,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"251",445,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,30.07,17.79,23.13,0.59,4.65,0.34,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"252",446,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,33.58,18.49,24.92,0.55,4.88,0.59,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"253",447,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,34.48,20.93,26.86,0.61,5.66,0.61,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA
"254",448,"LACM-M","48-15.4","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Cherry Cove","CAT","Large",33.45,-118.5,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,9.41,5.2,7,0.55,1.22,0.13,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"255",449,"LACM-M","48-15.4","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Cherry Cove","CAT","Large",33.45,-118.5,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,10.11,5.75,7.62,0.57,1.52,0.1,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"256",450,"LACM-M","48-15.4","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Cherry Cove","CAT","Large",33.45,-118.5,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,12.92,7.21,9.65,0.56,1.75,0.12,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"257",451,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,11.56,6.91,8.94,0.6,1.37,0.31,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"258",452,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,9.58,5.76,7.43,0.6,1.4,0.31,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"259",453,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,12.85,7.66,9.92,0.6,1.67,0.32,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"260",454,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,13.27,7.43,9.93,0.56,1.83,0.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"261",455,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,16.99,9.9,12.97,0.58,2.22,0.39,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"262",456,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,21.09,12.02,15.92,0.57,2.27,0.78,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"263",457,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,17.43,10.12,13.28,0.58,2.45,0.47,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"264",458,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,19.91,11.2,14.93,0.56,2.6,0.41,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA
"265",459,"LACM-M","48-13.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.37,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,16.02,9.9,12.59,0.62,2.65,0.25,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"266",460,"LACM-M","48-13.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.37,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,22.53,13.44,17.4,0.6,2.98,0.49,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"267",461,"LACM-M","48-13.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.37,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,23.51,14.2,18.27,0.6,3.48,0.57,"algae forest","subtidal",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"268",462,"LACM-M","48-11.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.37,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,17.04,9.95,13.02,0.58,2.52,0.23,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"269",463,"LACM-M","48-11.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.37,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,20.97,12.3,16.06,0.59,2.77,0.55,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
