Specimen_Number,Collection,Lot_Number,Collector,Ecoregion,County,Location,Site,Land_Category,Island_Size,SoCal_Group,MPA,Latitude,Longitude,Mean_SST,Mean_SST_Sdev,Year,Season,Month,Epoch,Formation,Length_mm,Width_mm,Globosity_WoverL,Aperture_mm,Thickness_mm,Habitat,Depth,BRY,BAR,LMP,TWS,COR,ALG,SCR,BOR_TAP,BOR_STR,BOR_INC,Image_url
2152,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,36.91,20.24,0.55,4.27,0.68,,,0,0,0,0,0,0,0,0,0,0,
2153,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,38.47,22.99,0.6,4.38,0.95,,,0,0,0,0,0,0,0,0,0,0,
1252,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,19.72,12.23,0.62,2.88,0.62,algae forest,subtidal,1,0,0,0,0,0,0,0,0,0,
1253,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,24.08,13.56,0.56,3.07,0.77,algae forest,subtidal,0,1,0,0,0,0,0,0,0,0,
1254,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,24.76,13.71,0.55,3.24,0.56,algae forest,subtidal,1,0,0,0,0,0,0,0,0,0,
1255,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,21.53,13.52,0.63,3.25,0.55,algae forest,subtidal,1,0,0,0,0,0,0,0,0,0,
1256,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,23.5,13.84,0.59,3.39,0.31,algae forest,subtidal,1,0,0,0,0,0,0,0,0,0,
1257,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,26.63,14.82,0.56,3.42,0.47,algae forest,subtidal,1,1,0,1,0,0,0,0,0,0,
1258,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,27.88,17.41,0.62,3.63,0.47,algae forest,subtidal,0,0,0,0,0,0,0,0,0,0,
1259,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,24.49,14.74,0.6,3.66,0.54,algae forest,subtidal,0,1,0,0,0,0,0,0,0,0,
1260,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,26.13,14.64,0.56,3.73,0.48,algae forest,subtidal,0,0,0,0,0,0,0,0,0,0,
1261,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,30.44,18.17,0.6,4.09,0.75,algae forest,subtidal,1,0,0,0,0,0,0,0,0,0,
1262,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,29.31,15.93,0.54,4.1,0.29,algae forest,subtidal,0,0,0,0,0,0,0,0,0,0,
1263,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,27.76,15.72,0.57,4.14,0.24,algae forest,subtidal,1,0,0,0,0,0,0,0,0,0,
1264,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,35.92,18.91,0.53,4.2,0.51,algae forest,subtidal,0,0,0,0,0,0,0,0,0,0,
1265,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,30.72,17.19,0.56,4.32,0.68,algae forest,subtidal,1,0,0,0,0,0,0,0,0,0,
1266,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,30.08,17.53,0.58,4.47,0.57,algae forest,subtidal,1,1,0,1,0,0,0,0,0,0,
1267,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,31.27,17.63,0.56,4.49,0.63,algae forest,subtidal,0,0,0,0,0,0,0,0,0,0,
1268,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,31.07,17.53,0.56,4.59,0.46,algae forest,subtidal,1,1,0,0,0,0,0,0,0,0,
1269,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,33.89,19.2,0.57,4.75,0.78,algae forest,subtidal,1,1,0,1,0,0,0,0,0,0,
1270,LACM-M,40-171.6,Velero III,Southern California Bight,Santa Barbara,SCZI,South of Santa Cruz Island: East of ,Open,Large,National Park,no,33.96,-119.8,16.3371683,1.286153154,1940,Fall,10,Holocene,,38.71,22.52,0.58,5.45,0.51,algae forest,subtidal,1,1,0,1,0,0,0,0,0,0,
1271,LACM-M,40-165.7,Velero III,Southern California Bight,Santa Barbara,SCZI,South side of Santa Cruz Island,Open,Large,National Park,no,33.97,-119.63,16.3371683,1.286153154,1940,Fall,10,Holocene,,9.55,5.52,0.58,1.43,0.22,sand,deep,0,0,0,0,0,0,0,0,0,0,
1272,LACM-M,40-165.7,Velero III,Southern California Bight,Santa Barbara,SCZI,South side of Santa Cruz Island,Open,Large,National Park,no,33.97,-119.63,16.3371683,1.286153154,1940,Fall,10,Holocene,,11.99,6.92,0.58,1.77,0.12,sand,deep,0,0,0,0,0,0,0,0,0,0,
1273,LACM-M,40-165.7,Velero III,Southern California Bight,Santa Barbara,SCZI,South side of Santa Cruz Island,Open,Large,National Park,no,33.97,-119.63,16.3371683,1.286153154,1940,Fall,10,Holocene,,13.1,7.63,0.58,1.91,0.19,sand,deep,0,0,0,0,0,0,0,0,0,0,
1274,LACM-M,40-165.7,Velero III,Southern California Bight,Santa Barbara,SCZI,South side of Santa Cruz Island,Open,Large,National Park,no,33.97,-119.63,16.3371683,1.286153154,1940,Fall,10,Holocene,,17,9.59,0.56,2.49,0.19,sand,deep,0,0,0,0,0,0,0,1,0,0,
1275,LACM-M,40-165.7,Velero III,Southern California Bight,Santa Barbara,SCZI,South side of Santa Cruz Island,Open,Large,National Park,no,33.97,-119.63,16.3371683,1.286153154,1940,Fall,10,Holocene,,21.77,12.7,0.58,2.52,0.87,sand,deep,0,0,0,0,0,0,0,0,0,0,
1276,LACM-M,40-165.7,Velero III,Southern California Bight,Santa Barbara,SCZI,South side of Santa Cruz Island,Open,Large,National Park,no,33.97,-119.63,16.3371683,1.286153154,1940,Fall,10,Holocene,,28.86,16.8,0.58,3.39,1.02,sand,deep,1,0,0,1,0,0,0,0,1,0,
1222,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,9.56,5.8,0.61,1.31,0.29,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1223,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,12.66,7.61,0.6,1.7,0.18,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1224,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,10.86,6.61,0.61,1.71,0.12,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1225,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,11.68,7.89,0.68,1.75,0.2,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1226,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,12.01,7.42,0.62,1.78,0.21,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1227,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,11.81,7.11,0.6,1.79,0.22,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1228,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,12.77,7.8,0.61,1.86,0.31,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1229,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,12.14,7.71,0.64,1.88,0.18,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1230,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,13.74,8.26,0.6,1.89,0.21,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1231,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,12.93,8.02,0.62,1.89,0.22,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1232,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,13.78,8.45,0.61,1.94,0.24,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1233,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,13.59,8.31,0.61,2.02,0.18,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1234,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,14.26,8.63,0.61,2.02,0.19,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1235,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,13.99,8.75,0.63,2.05,0.21,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1236,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,15.34,9.7,0.63,2.2,0.29,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1237,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,15.64,9.82,0.63,2.23,0.39,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1238,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,14.41,9.29,0.65,2.27,0.29,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1239,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,15.98,9.66,0.61,2.31,0.27,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1240,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,17.02,10.66,0.63,2.34,0.33,rocky reef or intertidal,subtidal,1,0,0,0,0,0,0,0,0,0,
1241,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,15.95,9.96,0.62,2.44,0.2,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1242,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,18.37,11.03,0.6,2.45,0.24,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1243,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,17.17,10.12,0.59,2.5,0.42,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1244,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,18.03,10.2,0.57,2.52,0.12,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1245,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,17.26,10.66,0.62,2.54,0.36,rocky reef or intertidal,subtidal,1,0,0,0,0,0,0,0,0,0,
1246,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,15.97,10.02,0.63,2.61,0.31,rocky reef or intertidal,subtidal,1,0,0,0,0,0,0,0,0,0,
1247,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,18.65,11.5,0.62,2.64,0.35,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1248,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,18.2,11.9,0.65,2.77,0.3,rocky reef or intertidal,subtidal,1,0,0,0,0,0,0,0,0,0,
1249,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,20.02,13.01,0.65,2.96,0.52,rocky reef or intertidal,subtidal,1,0,0,0,0,0,0,0,0,0,
1250,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,21.92,13.08,0.6,3.06,0.31,rocky reef or intertidal,subtidal,1,0,0,0,0,0,0,0,0,0,
1251,LACM-M,41-72.2,Velero III,Northern California,Santa Barbara,SRI,Santa Rosa Island: East of South Point,Open,Large,National Park,no,33.89,-120,16.24526834,1.428706639,1940,Spring,4,Holocene,,22.98,13.16,0.57,3.25,0.4,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
1588,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,11.75,7.01,0.6,1.59,0.16,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1589,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,14.31,9.22,0.64,2.16,0.18,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1590,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,17.19,10.27,0.6,2.52,0.43,rocky reef or intertidal,deep,1,0,0,0,0,0,0,0,0,0,
1591,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,18.06,11.04,0.61,2.79,0.37,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1592,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,18.73,11.56,0.62,2.8,0.37,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1593,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,23.33,13.7,0.59,3.02,0.19,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1594,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,21.76,13.51,0.62,3.1,0.41,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1595,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,21.48,12.42,0.58,3.22,0.4,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1596,LACM-M,41-49.5,Velero III,Southern California Bight,Ventura,ANA,Ancapa Island: Southwest of,Open,Small,National Park,no,34,-119.46,16.64611991,1.507044163,1941,Winter,3,Holocene,,20.99,12.39,0.59,3.24,0.32,rocky reef or intertidal,deep,0,0,0,0,0,0,0,0,0,0,
1597,LACM-M,41-91.2,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Star Bay,Island,Large,CAT,no,33.46,-118.59,17.33746147,1.693154134,1941,Spring,5,Holocene,,11.21,6.25,0.56,1.66,0.24,sand,deep,0,0,0,0,0,0,0,0,0,0,
1598,LACM-M,41-91.2,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Star Bay,Island,Large,CAT,no,33.46,-118.59,17.33746147,1.693154134,1941,Spring,5,Holocene,,13.67,7.78,0.57,1.87,0.31,sand,deep,0,0,0,0,0,0,0,0,0,0,
1599,LACM-M,41-91.2,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Star Bay,Island,Large,CAT,no,33.46,-118.59,17.33746147,1.693154134,1941,Spring,5,Holocene,,12.84,7.67,0.6,1.95,0.34,sand,deep,0,0,0,0,0,0,0,0,0,0,
1600,LACM-M,41-91.2,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Star Bay,Island,Large,CAT,no,33.46,-118.59,17.33746147,1.693154134,1941,Spring,5,Holocene,,13.42,7.78,0.58,2.16,0.25,sand,deep,0,0,0,0,0,0,0,0,0,0,
1601,LACM-M,41-91.2,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Star Bay,Island,Large,CAT,no,33.46,-118.59,17.33746147,1.693154134,1941,Spring,5,Holocene,,14.65,8.53,0.58,2.79,0.44,sand,deep,0,0,0,0,0,0,0,0,0,0,
1602,LACM-M,41-91.2,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Star Bay,Island,Large,CAT,no,33.46,-118.59,17.33746147,1.693154134,1941,Spring,5,Holocene,,18.44,10.62,0.58,2.94,0.16,sand,deep,0,0,0,0,0,0,0,0,0,0,
1639,LACM-M,41-142.5,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Willow Cove,Island,Large,CAT,no,33.38,-118.36,17.33746147,1.693154134,1941,Summer,7,Holocene,,20.12,11.97,0.6,2.53,0.37,,subtidal,0,0,0,0,0,0,0,0,0,0,
1640,LACM-M,41-142.5,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Willow Cove,Island,Large,CAT,no,33.38,-118.36,17.33746147,1.693154134,1941,Summer,7,Holocene,,16.64,10.49,0.63,2.58,0.19,,subtidal,1,0,0,0,0,0,0,0,0,0,
1641,LACM-M,41-142.5,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Willow Cove,Island,Large,CAT,no,33.38,-118.36,17.33746147,1.693154134,1941,Summer,7,Holocene,,22.11,13.41,0.61,2.6,0.51,,subtidal,1,0,0,0,0,0,0,0,0,0,
1642,LACM-M,41-142.5,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Willow Cove,Island,Large,CAT,no,33.38,-118.36,17.33746147,1.693154134,1941,Summer,7,Holocene,,20.26,12.51,0.62,2.92,0.31,,subtidal,1,0,0,0,0,0,0,0,0,0,
1643,LACM-M,41-142.5,Velero III,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Willow Cove,Island,Large,CAT,no,33.38,-118.36,17.33746147,1.693154134,1941,Summer,7,Holocene,,18.72,11.85,0.63,2.94,0.27,,subtidal,1,0,0,0,0,0,0,0,0,0,
1619,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,10.18,6.43,0.63,1.39,0.19,,subtidal,0,0,0,0,0,0,0,0,0,0,
1620,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,11.7,7.53,0.64,1.89,0.22,,subtidal,0,0,0,0,0,0,0,0,0,0,
1621,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,14.11,8.73,0.62,1.94,0.3,,subtidal,0,0,0,0,0,0,0,0,0,0,
1622,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,13.34,8.22,0.62,1.96,0.24,,subtidal,0,0,0,0,0,0,0,0,0,0,
1623,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,13.24,7.84,0.59,1.99,0.2,,subtidal,0,0,0,0,0,0,0,0,0,0,
1624,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,13.8,8.48,0.61,2,2.22,,subtidal,0,0,0,0,0,0,0,0,0,0,
1625,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,14.09,8.44,0.6,2.06,0.17,,subtidal,1,0,0,0,0,0,0,0,0,0,
1626,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,17.01,10.31,0.61,2.31,0.41,,subtidal,0,0,0,0,0,0,0,0,0,0,
1627,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,20.27,11.54,0.57,2.69,0.39,,subtidal,0,0,0,0,0,0,0,0,0,0,
1628,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,22.19,13.87,0.63,3.04,0.44,,subtidal,1,0,0,0,0,0,0,0,0,0,
1629,LACM-M,41-145.1,Velero III,Southern California Bight,Santa Barbara,CAT,Santa Catalina Island: Cabrillo Harbor,Island,Large,CAT,no,33.42,-118.4,17.33746147,1.693154134,1941,Summer,7,Holocene,,31.77,17.35,0.55,3.94,0.41,,subtidal,0,0,0,0,0,0,0,0,0,0,
