"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
367,"iNat","5220262","alex_bairstow","Southern California Bight","San Diego","Coastal","SD","San Diego: Del Mar","San Diego",NA,33.21,-117.4,"Anthropocene",NA,2010,2017,"Winter",3,17.78920778,2.150189751,NA,NA,NA,0.54,NA,NA,"sand",NA,"0","0","0","1","0","0","0","0","0","0",NA,NA,"0",NA,"4.980310764","2.868978284","12.68316296","7.573356748","288","0.534493067","1044.790039","1044.790039","no","https://static.inaturalist.org/photos/6449518/medium.jpeg?1488597074"
368,"iNat","5915567","alex_bairstow","Southern California Bight","San Diego","Coastal","SD","San Diego: Carlsbad","San Diego",NA,33.14,-117.34,"Anthropocene",NA,2010,2017,"Spring",4,17.78920778,2.150189751,NA,NA,NA,0.62,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,"11.651685","6.657011094","24.97370604","14.2683407","20","0.308608233","0","0","no","https://static.inaturalist.org/photos/7378353/medium.jpeg?1492910676"
369,"iNat","10307939","mcsiena","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,32.85,-117.28,"Anthropocene",NA,2010,2017,"Winter",2,17.92041636,2.114710079,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,"3.386941479","1.835347478","8.748347589","5.550105071","311","2.483220999","1662.060059","1662.060059","no","https://static.inaturalist.org/photos/14280050/medium.jpg?1521462101"
370,"iNat","7987611","susanhewitt","Southern California Bight","San Diego","Coastal","SD","San Diego: Seaside State Beach ","San Diego",NA,33.01,-117.28,"Anthropocene",NA,2010,2017,"Summer",9,17.78920778,2.150189751,NA,NA,NA,0.58,NA,NA,"rocky reef or intertidal",NA,"0","0","0","0","0","0","0","0","0","0","46.5","52.54385923","16","0.280178515","14.02054091","7.771772534","39.75483791","22.03661957","22","0.138417253","1277.810059","1277.810059","no","https://static.inaturalist.org/photos/10563945/medium.jpg?1505782536"
371,"iNat","7872216","susanhewitt","Southern California Bight","San Diego","Coastal","SD","San Diego: Seaside State Beach ","San Diego",NA,33.02,-117.28,"Anthropocene",NA,2010,2017,"Summer",9,17.78920778,2.150189751,NA,NA,NA,0.56,NA,NA,"rocky reef or intertidal",NA,"0","0","0","0","0","0","1","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"1277.810059","1277.810059","no","https://static.inaturalist.org/photos/10375087/medium.jpg?1505096528"
372,"iNat","7182446","alex_bairstow","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Summer",7,17.92041636,2.114710079,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","177.75","195.9400418","16","1.067754653",NA,NA,NA,NA,"0",NA,"1790.209961","1790.209961","no","https://static.inaturalist.org/photos/9257293/medium.jpeg?1500857925"
373,"iNat","4978406","finatic","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.77,-117.24,"Anthropocene",NA,2010,2017,"Winter",1,17.92041636,2.114710079,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"1844.619995","1844.619995","no","https://static.inaturalist.org/photos/6077111/medium.jpg?1484932310"
374,"iNat","5393289","alex_bairstow","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.77,-117.24,"Anthropocene",NA,2010,2017,"Winter",3,17.92041636,2.114710079,NA,NA,NA,0.6,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"1844.619995","1844.619995","no","https://static.inaturalist.org/photos/6625483/medium.jpeg?1489886162"
375,"iNat","13430343","kestrel","Northern California","San Mateo","Coastal","SM","Pescadero State Beach",NA,NA,37.25,-122.42,"Anthropocene",NA,2010,2018,"Spring",6,14.10852814,1.265875739,NA,NA,NA,0.54,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","133",NA,"2","1.599656213",NA,NA,NA,NA,NA,NA,"15.24530029","15.24530029","no","https://static.inaturalist.org/photos/19706953/medium.jpeg?1529003651"
376,"iNat","13530671","dpom","Northern California","San Mateo","Coastal","SM","Pescadero State Beach",NA,NA,37.25,-122.42,"Anthropocene",NA,2010,2018,"Spring",6,14.10852814,1.265875739,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","133",NA,"2","1.599656213",NA,NA,NA,NA,NA,NA,"15.24530029","15.24530029","no","https://static.inaturalist.org/photos/19884081/medium.jpg?1529272715"
377,"iNat","13632556","passiflora4","Northern California","San Mateo","Coastal","SM","Pescadero State Beach",NA,NA,37.25,-122.42,"Anthropocene",NA,2010,2018,"Spring",6,14.10852814,1.265875739,NA,NA,NA,0.52,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","133",NA,"2","1.599656213",NA,NA,NA,NA,NA,NA,"15.24530029","15.24530029","no","https://static.inaturalist.org/photos/20065777/medium.jpeg?1529556142"
378,"iNat","13533491","kueda","Northern California","San Mateo","Coastal","SM","Pigeon Point ",NA,NA,37.18,-122.4,"Anthropocene",NA,2010,2018,"Spring",6,14.10852814,1.265875739,NA,NA,NA,0.61,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","142.6923077","124.9055541","26","1.643551176",NA,NA,NA,NA,NA,NA,"15.94719982","15.94719982","no","https://static.inaturalist.org/photos/19889147/medium.jpg?1529278172"
379,"iNat","9677236","stephstock","Northern California","San Luis Obispo","Coastal","MB","Bluff Trail",NA,NA,35.55,-121.1,"Anthropocene",NA,2010,2018,"Winter",1,15.26584617,1.545602217,NA,NA,NA,0.6,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","141.5714286","157.3370661","14","1.20598681",NA,NA,NA,NA,NA,NA,"848.3079834","848.3079834","no","https://static.inaturalist.org/photos/13226396/medium.jpeg?1517372376"
380,"iNat","13526246","gbentall","Northern California","San Luis Obispo","Off Shore","MB","White Rock",NA,NA,35.53,-121.09,"Anthropocene",NA,2010,2018,"Spring",6,15.26584617,1.545602217,NA,NA,NA,0.51,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","78.5","63.95050169","8","2.661018159",NA,NA,NA,NA,NA,NA,"848.3079834","848.3079834","no","https://static.inaturalist.org/photos/19876518/medium.jpg?1529265126"
381,"iNat","13470571","mostlymarine","Northern California","San Luis Obispo","Coastal","MB","Spooner's Cove",NA,NA,35.28,-120.89,"Anthropocene",NA,2010,2018,"Spring",6,15.26584617,1.545602217,NA,NA,NA,0.6,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","102.1818182","116.3063353","21","1.870894775",NA,NA,NA,NA,NA,NA,"3.180130005","3.180130005","no","https://static.inaturalist.org/photos/19765202/medium.jpeg?1529101990"
382,"iNat","9491883","anudibranchmom","Northern California","Santa Barbara","Coastal","SB","Naples Point","Santa Barbara",NA,34.43,-119.95,"Anthropocene",NA,2010,2018,"Winter",1,16.59982808,2.065405221,NA,NA,NA,0.58,NA,NA,"sand",NA,"0","0","0","0","0","0","0","0","0","0","64.9","71.43288046","76","2.780628303",NA,NA,NA,NA,NA,NA,"4.836689949","4.836689949","no","https://static.inaturalist.org/photos/12924861/medium.jpg?1516077162"
383,"iNat","13584823","khislop","Northern California","Santa Barbara","Coastal","SB","Santa Barbara: Isla Vista","Santa Barbara",NA,34.41,-119.88,"Anthropocene",NA,2010,2018,"Spring",6,16.59982808,2.065405221,NA,NA,NA,0.47,NA,NA,"sand",NA,"0","0","0","0","0","0","0","0","0","0","100.6","71.83592416","30","0.954078578",NA,NA,NA,NA,NA,NA,"915.2849731","915.2849731","no","https://static.inaturalist.org/photos/19980671/medium.jpg?1529428399"
384,"iNat","13491410","scubabruin","Southern California Bight","Ventura","Coastal","NLA","Sequit Point","Los Angeles",NA,34.04,-118.93,"Anthropocene",NA,2010,2018,"Spring",6,16.59982808,2.065405221,NA,NA,NA,0.5,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","129.5","72.08536606","12","0.080622577",NA,NA,NA,NA,NA,NA,"10.64410019","10.64410019","no","https://static.inaturalist.org/photos/19813718/medium.jpg?1529182202"
385,"iNat","13602680","dlbowls","Southern California Bight","Los Angeles","Coastal","NLA","Sequit Point","Los Angeles",NA,34.04,-118.93,"Anthropocene",NA,2010,2018,"Spring",6,16.59982808,2.065405221,NA,NA,NA,0.58,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","129.5","72.08536606","12","0.080622577",NA,NA,NA,NA,NA,NA,"10.64410019","10.64410019","no","https://static.inaturalist.org/photos/20013297/medium.jpg?1529473311"
386,"iNat","11692382","scubabruin","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.03,-118.68,"Anthropocene",NA,2010,2018,"Spring",4,16.59982808,2.065405221,NA,NA,NA,0.58,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"15.68200016","15.68200016","no","https://static.inaturalist.org/photos/16712674/medium.jpg?1524962333"
387,"iNat","12121249","emshaph","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.47,-118.52,"Anthropocene",NA,2010,2018,"Spring",5,17.65375121,2.276333538,NA,NA,NA,0.69,NA,NA,"sand",NA,"0","0","0","0","0","0","0","0","0","0","96.47368421","92.43037525","38","2.216630562",NA,NA,NA,NA,NA,NA,"0","0","no","https://static.inaturalist.org/photos/17390910/medium.jpg?1525410340"
388,"iNat","13554732","neneana","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,2010,2018,"Spring",6,17.65375121,2.276333538,NA,NA,NA,0.63,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1930.969971","1930.969971","no","https://static.inaturalist.org/photos/19928268/medium.jpeg?1529343105"
389,"iNat","13571967","cdavis_aop","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,2010,2018,"Spring",6,17.65375121,2.276333538,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1930.969971","1930.969971","no","https://static.inaturalist.org/photos/19959055/medium.jpg?1529381348"
390,"iNat","13520016","michele38","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.3,"Anthropocene",NA,2010,2018,"Spring",6,17.65375121,2.276333538,NA,NA,NA,0.56,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2324.159912","2324.159912","no","https://static.inaturalist.org/photos/19864895/medium.jpg?1529253707"
391,"iNat","13533327","quantron","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.3,"Anthropocene",NA,2010,2018,"Spring",6,17.65375121,2.276333538,NA,NA,NA,0.61,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2324.159912","2324.159912","no","https://static.inaturalist.org/photos/19888101/medium.jpeg?1529276959"
392,"iNat","13540696","quantron","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.3,"Anthropocene",NA,2010,2018,"Spring",6,17.65375121,2.276333538,NA,NA,NA,0.61,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2324.159912","2324.159912","no","https://static.inaturalist.org/photos/19902186/medium.jpeg?1529292876"
393,"iNat","13542258","rozhelfand","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.3,"Anthropocene",NA,2010,2018,"Spring",6,17.65375121,2.276333538,NA,NA,NA,0.58,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2324.159912","2324.159912","no","https://static.inaturalist.org/photos/19905170/medium.jpg?1529297703"
394,"iNat","13541784","quantron","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.3,"Anthropocene",NA,2010,2018,"Spring",6,17.65375121,2.276333538,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2324.159912","2324.159912","no","https://static.inaturalist.org/photos/19903095/medium.jpeg?1529294165"
395,"iNat","11705461","pliffgrieff","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Anthropocene",NA,2010,2018,"Spring",4,17.65375121,2.276333538,NA,NA,NA,0.57,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","1343",NA,"2","0.410121933",NA,NA,NA,NA,NA,NA,"2335.149902","2335.149902","no","https://static.inaturalist.org/photos/16733376/medium.jpg?1524969909"
396,"iNat","11720345","neontetraploid","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Anthropocene",NA,2010,2018,"Spring",4,17.65375121,2.276333538,NA,NA,NA,0.6,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","1343",NA,"2","0.410121933",NA,NA,NA,NA,NA,NA,"2335.149902","2335.149902","no","https://static.inaturalist.org/photos/16757248/medium.jpeg?1524980388"
397,"iNat","11720357","neontetraploid","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Anthropocene",NA,2010,2018,"Spring",4,17.65375121,2.276333538,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","1343",NA,"2","0.410121933",NA,NA,NA,NA,NA,NA,"2335.149902","2335.149902","no","https://static.inaturalist.org/photos/16757752/medium.jpeg?1524980718"
398,"iNat","12124493","leslieh","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Anthropocene",NA,2010,2018,"Spring",4,17.65375121,2.276333538,NA,NA,NA,0.63,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","1343",NA,"2","0.410121933",NA,NA,NA,NA,NA,NA,"2335.149902","2335.149902","no","https://static.inaturalist.org/photos/17395965/medium.jpeg?1525427267"
399,"iNat","9699065","alex_bairstow","Southern California Bight","San Diego","Coastal","SD","San Diego: Carlsbad","San Diego",NA,33.15,-117.34,"Anthropocene",NA,2010,2018,"Winter",2,17.87404402,2.385226605,NA,NA,NA,0.52,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","182.0833333","185.0923398","24","0.67683085",NA,NA,NA,NA,NA,NA,"1041.209961","1041.209961","no","https://static.inaturalist.org/photos/13264585/medium.jpg?1517539289"
400,"iNat","13437198","marisa_a","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,32.84,-117.28,"Anthropocene",NA,2010,2018,"Spring",6,17.97330364,2.330399224,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1662.060059","1662.060059","no","https://static.inaturalist.org/photos/19719245/medium.jpeg?1529020403"
401,"iNat","13503335","alex_bairstow","Southern California Bight","San Diego","Coastal","SD","La Jolla: Bird Rock","San Diego",NA,32.81,-117.27,"Anthropocene",NA,2010,2018,"Spring",6,17.97330364,2.330399224,NA,NA,NA,0.48,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1719","1719","no","https://static.inaturalist.org/photos/19835039/medium.jpeg?1529201797"
402,"iNat","10341412","sflax","Southern California Bight","San Diego","Coastal","SD","La Jolla: Shores Park","San Diego",NA,32.86,-117.26,"Anthropocene",NA,2010,2018,"Winter",3,17.97330364,2.330399224,NA,NA,NA,0.59,NA,NA,"sand",NA,"0","0","0","0","0","0","0","0","0","0","225.8333333","164.9768671","12","0.295296461",NA,NA,NA,NA,NA,NA,"1724.420044","1724.420044","no","https://static.inaturalist.org/photos/14339859/medium.jpeg?1521646010"
403,"iNat","11586460","alex_bairstow","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2018,"Spring",4,17.97330364,2.330399224,NA,NA,NA,0.56,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1790.209961","1790.209961","no","https://static.inaturalist.org/photos/16548883/medium.jpeg?1524898111"
404,"iNat","13618542","brihong","Southern California Bight","San Diego","Coastal","SD","South Point Loma","San Diego",NA,32.66,-117.24,"Anthropocene",NA,2010,2018,"Spring",6,17.97330364,2.330399224,NA,NA,NA,0.62,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","134.6363636","127.3328494","22","0.969031288",NA,NA,NA,NA,NA,NA,"1627.109985","1627.109985","no","https://static.inaturalist.org/photos/20041051/medium.jpeg?1529526041"
405,"iNat","11908065","patsimpson2000","Southern California Bight","San Diego","Coastal","SD","South Point Loma","San Diego",NA,32.67,-117.24,"Anthropocene",NA,2010,2018,"Spring",4,17.97330364,2.330399224,NA,NA,NA,0.54,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1627.109985","1627.109985","no","https://static.inaturalist.org/photos/17046831/medium.jpg?1525115697"
406,"iNat","3404390","dpom","Northern California","San Mateo","Coastal","SM","Pigeon Point",NA,NA,37.18,-122.39,"Anthropocene",NA,2010,2016,"Spring",6,14.69949992,1.079564514,NA,NA,NA,0.53,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","168.9423077","169.917444","104","1.978293512","12.55251872","7.208883522","61.57303435","37.28931684","1242","5.877153973","15.94719982","15.94719982","yes","https://static.inaturalist.org/photos/3940067/medium.JPG?1465335756"
407,"iNat","4767051","dlbowls","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34,-118.8,"Anthropocene",NA,2010,2016,"Fall",12,16.50741609,1.552473919,NA,NA,NA,0.59,NA,NA,"sand",NA,"0","0","0","0","0","0","0","0","0","0","155","147.8659966","36","0.910793586","0.075833333","0.034720586","0.172545558","0.079000654","12","2.823566732","2708.810059","2708.810059","yes","https://static.inaturalist.org/photos/5803581/medium.jpg?1481615450"
408,"iNat","4766854","dlbowls","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.01,-118.8,"Anthropocene",NA,2010,2016,"Fall",12,16.50741609,1.552473919,NA,NA,NA,0.57,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"2708.810059","2708.810059","yes","https://static.inaturalist.org/photos/5803313/medium.jpg?1481611765"
409,"iNat","4442147","tiyumq","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Malibu Point","Los Angeles",NA,34.03,-118.68,"Anthropocene",NA,2010,2016,"Fall",10,16.50741609,1.552473919,NA,NA,NA,0.54,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,"7.654","4.849363434","22.48533283","13.65523863","106","2.423033625","15.68200016","15.68200016","yes","https://static.inaturalist.org/photos/5348274/medium.jpeg?1477518672"
410,"iNat","4443813","dlbowls","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Malibu Point","Los Angeles",NA,34.03,-118.68,"Anthropocene",NA,2010,2016,"Fall",10,16.50741609,1.552473919,NA,NA,NA,0.6,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,"7.654","4.849363434","22.48533283","13.65523863","106","2.423033625","15.68200016","15.68200016","yes","https://static.inaturalist.org/photos/5351352/medium.jpg?1477541143"
411,"iNat","3414773","david145","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,2010,2016,"Spring",6,17.58997146,1.822973466,NA,NA,NA,0.54,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","164.125","330.5086084","48","2.290980089","3.693327076","2.382133279","9.897768083","6.690625116","277","0.411222298","1930.969971","1930.969971","yes","https://static.inaturalist.org/photos/3953675/medium.jpg?1465437322"
412,"iNat","3414058","kimssight","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,2010,2016,"Spring",6,17.58997146,1.822973466,NA,NA,NA,0.6,NA,NA,"algae forest",NA,"0","0","0","0","0","0","0","0","0","0","164.125","330.5086084","48","2.290980089","3.693327076","2.382133279","9.897768083","6.690625116","277","0.411222298","1930.969971","1930.969971","yes","https://static.inaturalist.org/photos/3952036/medium.jpg?1465428372"
