"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Data_Type"
2442,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,8,12,0.444444444444444,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1711,"LACM-M-IP","11762.26",NA,"Northern California","San Luis Obispo","Coastal","MB","Cayucos Point",NA,NA,35.45,-120.9,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,9.68,1.9567,20.6,9.64,14.0919835367488,0.467961165048544,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2725,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,10.85,5.91,8.00771502989461,0.544700460829493,1.4,0.16,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,"Museum/Field"
2864,"SBNHM","368642","Phillips","Northern California","Santa Barbara","Coastal","SB","Cojo Anchorage","Santa Barbara",NA,34.45,-120.43,"Anthropocene",NA,1970,1973,"Spring",6,14.58884748,1.07856069,28.31,16.97,21.9185013173803,0.599434828682444,3.19,0.5,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1901,"LACM-M-IP","10035.15",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,18.76,10.04,13.7240810257008,0.535181236673774,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1260,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,26.13,14.64,19.5587116140098,0.560275545350172,3.73,0.48,"algae forest","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA,"Museum/Field"
2353,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,10,13.0384048104053,0.588235294117647,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2156,"MCZ","326452","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,7.38,4.48,5.74999130434125,0.607046070460705,1.24,0.29,NA,"subtidal",0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
2945,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,21.79,12.66,16.6090758322069,0.581000458926113,2.6,0.32,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1701,"LACM-M-IP","10731.7",NA,"Northern California","San Luis Obispo","Coastal","MB","Cayucos Point",NA,NA,35.45,-120.91,"Pleistocene",NA,NA,NA,NA,NA,9.68,1.9567,22.18,12.45,16.6174907853141,0.56131650135257,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2411,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.8323969741913,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
574,"LACM-M","105150","Rogers","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1950,1957,"Summer",8,16.84203339,1.877503874,19.13,11.57,14.8773015026247,0.604809200209096,2.71,0.47,NA,NA,0,0,0,0,0,0,0,0,0,0,186.6518771,446.1553962,586,4.030890572,NA,NA,NA,NA,NA,NA,0.289864987,0.289864987,"no",NA,"Museum/Field"
2115,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,19.93,9.52,13.7743820188058,0.477671851480181,2.25,0.57,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,"Museum/Field"
1597,"LACM-M","41-91.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Star Bay","CAT","Large",33.46,-118.59,"Holocene",NA,1940,1941,"Spring",5,17.33746147,1.693154134,11.21,6.25,8.3703345213916,0.557537912578055,1.66,0.24,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1853,"LACM-M-IP","12608.6",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Portugese Bend","Los Angeles",NA,33.73,-118.35,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.21,5.911,17.31,11.02,13.8114517701797,0.636626227614096,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
479,"LACM-M","49-152.8","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.37,"Anthropocene",NA,1940,1949,"Summer",9,15.79200546,1.870881451,27.24,15.64,20.6405813871606,0.574155653450808,3.79,0.87,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2531,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.7840487520902,0.526315789473684,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
222,"CAS","185181","Smith","Northern California","Monterey","Coastal","MO","Pacific Grove: Monterey Aquarium Bay",NA,NA,36.62,-121.9,"Holocene",NA,1910,1913,NA,NA,12.95645444,1.760573839,31.24,19.81,24.8769853479074,0.634122919334187,4.06,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78399992,2.78399992,"no",NA,"Museum/Field"
454,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,13.27,7.43,9.92955688840141,0.559909570459683,1.83,0.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA,"Museum/Field"
1798,"LACM-M-IP","40880.52",NA,"Southern California Bight","Los Angeles","Coastal","NLA","Playa del Ray","Los Angeles",NA,33.96,-118.42,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.46,6.3629,18.45,9.71,13.3846740714894,0.526287262872629,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2963,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,24.57,13.4,18.144916643512,0.545380545380545,3.08,0.43,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1971,"LACM-M-IP","10130.21",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,31.74,-116.74,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.542,7.85,4.27,5.78960274975753,0.543949044585987,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2835,"SBNHM","25842","Phillips","Southern California Bight","Orange","Off Shore","SLA","Doheny Beach","Los Angeles",NA,33.45,-117.68,"Anthropocene",NA,1960,1965,"Winter",1,16.5985,2.049891,24.6,14.05,18.5911269158166,0.571138211382114,3.13,0.47,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,178.4125,197.1292,240,3.462431,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2615,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.8323969741913,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
984,"LACM-M","77-29.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Anthropocene",NA,1970,1977,"Summer",7,16.11378996,1.622584769,8.79,5.21,6.76726680425709,0.592718998862344,1.09,0.13,"gravel","intertidal",0,0,0,0,0,0,0,0,0,0,107.5842697,201.020746,178,2.959740675,NA,NA,NA,NA,NA,NA,1908.410034,1908.410034,"no",NA,"Museum/Field"
2294,"PR","pilot_winter","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,32.25,-116.95,"Anthropocene",NA,2010,2016,"Fall",12,17.97017272,1.879419419,19.5,11,14.6458185158768,0.564102564102564,2.5,0.3,"rocky reef or intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.3333333,168.2613513,36,0.61263272,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA,"Museum/Field"
1450,"LACM-M","40-145.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.38,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,19.5,12.04,15.3225324277679,0.617435897435897,2.39,0.14,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2685,"PR","Sterile Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,17,11,13.6747943311773,0.647058823529412,2,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2404,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,9,13.076696830622,0.473684210526316,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1039,"LACM-M","54896",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.41,"Holocene",NA,1920,1923,"Summer",7,15.57184283,1.680995603,21.97,13.77,17.3933004343627,0.626763768775603,2.62,0.87,NA,NA,1,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.109789848,8.109789848,"no",NA,"Museum/Field"
2490,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,11,15.556349186104,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1825,"LACM-M-IP","12608.6",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Portugese Bend","Los Angeles",NA,33.73,-118.35,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.21,5.911,23.51,12.82,17.3608237131767,0.545299872394726,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
497,"LACM-M","52-18.3","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,15.74,9.88,12.4704129843402,0.627700127064803,2.41,0.26,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1064,"LACM-M","19999","Gregg","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Sacred Cove","Los Angeles",NA,33.74,-118.37,"Holocene",NA,1920,1923,"Spring",4,15.57184283,1.680995603,20.98,13.15,16.6098464773158,0.626787416587226,2.96,0.42,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209279001,0.209279001,"no",NA,"Museum/Field"
1551,"LACM-M","41-74.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: South of Gull Island","National Park","Large",33.94,-119.83,"Holocene",NA,1940,1941,"Spring",4,16.8071719,1.521723823,21.27,12.28,16.1615469556599,0.577338975082275,3.03,0.4,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29209995,10.29209995,"no",NA,"Museum/Field"
555,"LACM-M","57-92.4","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.35,"Anthropocene",NA,1950,1957,"Spring",4,16.84203339,1.877503874,17.48,9.43,12.8388628779966,0.539473684210526,2.53,0.29,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA,"Museum/Field"
2302,"PR","pilot_winter","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Major Outlet",NA,NA,32.25,-116.94,"Anthropocene",NA,2010,2016,"Fall",12,17.97017272,1.879419419,13,7.5,9.87420882906575,0.576923076923077,2,0.2,"rocky reef or intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1246.390015,NA,"no",NA,"Museum/Field"
2159,"MCZ","323204","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,21.35,11.69,15.7981486257093,0.547540983606557,2.7,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
569,"LACM-M","105150","Rogers","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1950,1957,"Summer",8,16.84203339,1.877503874,17.12,9.78,12.9396135954672,0.571261682242991,2.21,0.39,NA,NA,0,0,0,0,0,0,0,0,0,0,186.6518771,446.1553962,586,4.030890572,NA,NA,NA,NA,NA,NA,0.289864987,0.289864987,"no",NA,"Museum/Field"
2723,"SBNHM","86031","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Anthropocene",NA,1950,1951,"Summer",8,15.94393,1.673676,34.5,19.53,25.9573688959417,0.566086956521739,4.07,0.66,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,158.2609,369.9562,23,0.9239615,NA,NA,NA,NA,NA,NA,712.4439697,712.4439697,"no",NA,"Museum/Field"
1223,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,12.66,7.61,9.81542663362118,0.601105845181675,1.7,0.18,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA,"Museum/Field"
961,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large",33.95,-119.83,"Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,7.94,5.24,6.45024030560102,0.659949622166247,0.92,0.58,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA,"Museum/Field"
2712,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,24,13.05,17.6974574445032,0.54375,2.72,0.56,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA,"Museum/Field"
442,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,25.45,14.99,19.5319097888558,0.588998035363458,3.42,0.66,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA,"Museum/Field"
2286,"PR","pilot_winter","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,32.25,-116.95,"Anthropocene",NA,2010,2016,"Fall",12,17.97017272,1.879419419,21.5,11,15.3785564992297,0.511627906976744,2.5,0.2,"rocky reef or intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.3333333,168.2613513,36,0.61263272,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA,"Museum/Field"
2276,"PR","pilot_winter","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,32.25,-116.95,"Anthropocene",NA,2010,2016,"Fall",12,17.97017272,1.879419419,20,11,14.8323969741913,0.55,2.5,0.5,"rocky reef or intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.3333333,168.2613513,36,0.61263272,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA,"Museum/Field"
491,"LACM-M","50-20.2","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34,-119.45,"Anthropocene",NA,1950,1950,"Spring",4,14.92917085,1.917972625,11.08,6.45,8.45375656143469,0.582129963898917,1.58,0.17,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA,"Museum/Field"
591,"LACM-M","66336","Crow","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1950,1958,"Winter",1,17.50989906,1.581642505,17.94,10.67,13.8354544558536,0.594760312151616,2.53,0.44,NA,NA,0,1,0,0,1,1,0,0,0,0,53.31721195,56.48263558,703,3.769319445,NA,NA,NA,NA,NA,NA,0.289864987,0.289864987,"no",NA,"Museum/Field"
865,"LACM-M","71-99.10","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1970,1971,"Spring",6,15.35423867,2.342125641,20.94,12.62,16.2561619086425,0.602674307545368,3.24,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1646,"LACM-M","41-162.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,18.91,11.58,14.7978984994492,0.612374405076679,2.55,0.31,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1115,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,15.41,9.14,11.8679147283758,0.593121349772875,2.07,0.15,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2682,"PR","San Diego SU 17 Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19.5,11.5,14.9749791318719,0.58974358974359,2.7,0.3,"sand","intertidal",0,NA,0,0,0,1,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1924,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,14.56,8.06,10.8329866611198,0.553571428571429,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
881,"LACM-M","71-100.4","McLean","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,1970,1971,"Summer",8,15.72503765,2.476800409,9.98,5.57,7.45577628419737,0.55811623246493,1.07,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.57990074,18.57990074,"no",NA,"Museum/Field"
316,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,18.85,10.9,14.3340503696617,0.578249336870027,2.29,0.69,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
2304,"PR","Monterey SU 17 Gland","Ul-Hasan","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.87,"Anthropocene",NA,2010,2017,"Spring",6,14.42897646,1.515162184,32,17,23.3238075793812,0.53125,4.5,0.5,"sand","subtidal",0,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,20.60622883,12.13779079,69.46037069,43.37759222,111,0.401462821,1094.439941,1094.439941,"no",NA,"Museum/Field"
1401,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,14.98,9.26,11.7777247378261,0.618157543391188,2.21,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
2163,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,36.84,21.36,28.0517806921415,0.579804560260586,4.58,1.08,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,"Museum/Field"
2389,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.4164078649987,0.555555555555556,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2551,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.8323969741913,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
